utc,exitcode,http,time_connect,time_total
2026-09-05T17:02:29Z,0,200,0.176142,0.238667
2026-09-05T17:02:44Z,0,200,0.040401,0.097789
2026-09-05T17:03:02Z,0,200,0.150667,0.201118
2026-09-05T17:03:18Z,0,200,0.041259,0.091308
2026-09-05T17:03:33Z,0,200,0.159090,0.209424
2026-09-05T17:03:48Z,0,200,0.047921,0.158952
2026-09-05T17:04:03Z,0,200,0.042167,0.094260
2026-09-05T17:04:18Z,0,200,0.049969,0.126222
2026-09-05T17:04:33Z,0,200,0.039334,0.101537
2026-09-05T17:04:49Z,0,200,0.039239,0.087666
2026-09-05T17:05:04Z,0,200,0.039814,0.086564
2026-09-05T17:05:19Z,0,200,0.147521,0.197777
2026-09-05T17:05:34Z,0,200,0.039058,0.087126
2026-09-05T17:05:49Z,0,200,0.163580,0.211778
2026-09-05T17:06:04Z,0,200,0.160009,0.207691
2026-09-05T17:06:20Z,0,200,0.159248,0.208983
2026-09-05T17:06:35Z,0,200,0.038913,0.085221
2026-09-05T17:06:50Z,0,200,0.039185,0.087716
2026-09-05T17:07:05Z,0,200,0.160601,0.207088
2026-09-05T17:07:20Z,0,200,0.160067,0.206515
2026-09-05T17:07:36Z,0,200,0.174278,0.222535
2026-09-05T17:07:51Z,0,200,0.160628,0.207660
2026-09-05T17:08:06Z,0,200,0.174215,0.226692
2026-09-05T17:08:21Z,0,200,0.147705,0.201991
2026-09-05T17:08:36Z,0,200,0.174529,0.222709
2026-09-05T17:08:52Z,0,200,0.039025,0.086264
2026-09-05T17:09:07Z,0,200,0.159013,0.213276
2026-09-05T17:09:22Z,0,200,0.040232,0.087795
2026-09-05T17:09:37Z,0,200,0.039276,0.086664
2026-09-05T17:09:52Z,0,200,0.040890,0.090010
2026-09-05T17:10:07Z,0,200,0.144091,0.201955
2026-09-05T17:10:23Z,0,200,0.162915,0.210214
2026-09-05T17:10:38Z,0,200,0.174280,0.222194
2026-09-05T17:10:53Z,0,200,0.038756,0.085636
2026-09-05T17:11:08Z,0,200,0.160618,0.208631
2026-09-05T17:11:23Z,0,200,0.174008,0.220547
2026-09-05T17:11:39Z,0,200,0.160533,0.207743
2026-09-05T17:11:54Z,0,200,0.161527,0.208299
2026-09-05T17:12:09Z,0,200,0.147652,0.194360
2026-09-05T17:12:24Z,0,200,0.041852,0.088809
2026-09-05T17:12:39Z,0,200,0.173523,0.223867
2026-09-05T17:12:55Z,0,200,0.160915,0.207930
2026-09-05T17:13:10Z,0,200,0.174144,0.234487
2026-09-05T17:13:25Z,0,200,0.039276,0.086660
2026-09-05T17:13:40Z,0,200,0.145523,0.198253
2026-09-05T17:13:55Z,0,200,0.160257,0.207369
2026-09-05T17:14:11Z,0,200,0.173836,0.220233
2026-09-05T17:14:26Z,0,200,0.041420,0.090193
2026-09-05T17:14:41Z,0,200,0.038668,0.086102
2026-09-05T17:14:56Z,0,200,0.041681,0.089173
2026-09-05T17:15:11Z,0,200,0.159629,0.208697
2026-09-05T17:15:26Z,0,200,0.038646,0.085998
2026-09-05T17:15:41Z,0,200,0.043778,0.090965
2026-09-05T17:15:56Z,0,200,0.039876,0.094543
2026-09-05T17:16:12Z,0,200,0.040461,0.088398
2026-09-05T17:16:27Z,0,200,0.145287,0.192468
2026-09-05T17:16:42Z,0,200,0.165565,0.213660
2026-09-05T17:16:57Z,0,200,0.145619,0.192547
2026-09-05T17:17:12Z,0,200,0.039837,0.086901
2026-09-05T17:17:28Z,0,200,0.160496,0.208081
2026-09-05T17:17:43Z,0,200,0.038937,0.085026
2026-09-05T17:17:58Z,0,200,0.145717,0.192252
2026-09-05T17:18:13Z,0,200,0.173572,0.222197
2026-09-05T17:18:28Z,0,200,0.161889,0.215396
2026-09-05T17:18:44Z,0,200,0.161773,0.209459
2026-09-05T17:18:59Z,0,200,0.040358,0.086532
2026-09-05T17:19:14Z,0,200,0.039070,0.086186
2026-09-05T17:19:29Z,0,200,0.041146,0.086493
2026-09-05T17:19:44Z,0,200,0.039285,0.088405
2026-09-05T17:19:59Z,0,200,0.147472,0.196683
2026-09-05T17:20:14Z,0,200,0.150229,0.198016
2026-09-05T17:20:30Z,0,200,0.160641,0.210860
2026-09-05T17:20:45Z,0,200,0.039955,0.087454
2026-09-05T17:21:00Z,0,200,0.173659,0.222041
2026-09-05T17:21:15Z,0,200,0.163142,0.212090
2026-09-05T17:21:30Z,0,200,0.162018,0.216824
2026-09-05T17:21:46Z,0,200,0.156453,0.203743
2026-09-05T17:22:01Z,0,200,0.248432,0.380589
2026-09-05T17:22:16Z,0,200,0.040424,0.089540
2026-09-05T17:22:31Z,0,200,0.039163,0.086561
2026-09-05T17:22:47Z,0,200,0.160942,0.210102
2026-09-05T17:23:02Z,0,200,0.162852,0.213352
2026-09-05T17:23:17Z,0,200,0.145877,0.191838
2026-09-05T17:23:32Z,0,200,0.039737,0.088309
2026-09-05T17:23:47Z,0,200,0.040850,0.090200
2026-09-05T17:24:02Z,0,200,0.174085,0.221237
2026-09-05T17:24:18Z,0,200,0.038797,0.086428
2026-09-05T17:24:33Z,0,200,0.160945,0.207388
2026-09-05T17:24:48Z,0,200,0.039995,0.087018
2026-09-05T17:25:03Z,0,200,0.285582,0.332494
2026-09-05T17:25:18Z,0,200,0.040247,0.087661
2026-09-05T17:25:34Z,0,200,0.158939,0.206645
2026-09-05T17:25:49Z,0,200,0.169384,0.219798
2026-09-05T17:26:04Z,0,200,0.164623,0.211317
2026-09-05T17:26:19Z,0,200,0.041544,0.087549
2026-09-05T17:26:34Z,0,200,0.040549,0.090137
2026-09-05T17:26:49Z,0,200,0.160163,0.209967
2026-09-05T17:27:05Z,0,200,0.148762,0.196078
2026-09-05T17:27:20Z,0,200,0.158858,0.205079
2026-09-05T17:27:35Z,0,200,0.040254,0.087972
2026-09-05T17:27:50Z,0,200,0.160397,0.208901
2026-09-05T17:28:05Z,0,200,0.161400,0.209392
2026-09-05T17:28:21Z,0,200,0.159189,0.206579
2026-09-05T17:28:36Z,0,200,0.039276,0.087982
2026-09-05T17:28:51Z,0,200,0.357361,0.404308
2026-09-05T17:29:06Z,0,200,0.159279,0.208841
2026-09-05T17:29:21Z,0,200,0.039562,0.085874
2026-09-05T17:29:37Z,0,200,0.040555,0.086755
2026-09-05T17:29:52Z,0,200,0.146801,0.196071
2026-09-05T17:30:07Z,0,200,0.160310,0.206988
2026-09-05T17:30:22Z,0,200,0.040557,0.086402
2026-09-05T17:30:37Z,0,200,0.041391,0.088606
2026-09-05T17:30:52Z,0,200,0.040988,0.087679
2026-09-05T17:31:07Z,0,200,0.039547,0.085476
2026-09-05T17:31:23Z,0,200,0.160016,0.206345
2026-09-05T17:31:38Z,0,200,0.039569,0.088628
2026-09-05T17:31:53Z,0,200,0.044877,0.092409
2026-09-05T17:32:08Z,0,200,0.042539,0.093303
2026-09-05T17:32:23Z,0,200,0.172795,0.226572
2026-09-05T17:32:38Z,0,200,0.146340,0.194397
2026-09-05T17:32:54Z,0,200,0.038996,0.085907
2026-09-05T17:33:09Z,0,200,0.163004,0.210355
2026-09-05T17:33:24Z,0,200,0.163951,0.211616
2026-09-05T17:33:39Z,0,200,0.160836,0.209142
2026-09-05T17:33:54Z,0,200,0.039322,0.085874
2026-09-05T17:34:09Z,0,200,0.041148,0.098665
2026-09-05T17:34:25Z,0,200,0.039263,0.090707
2026-09-05T17:34:40Z,0,200,0.173686,0.221808
2026-09-05T17:34:55Z,0,200,0.174090,0.225210
2026-09-05T17:35:10Z,0,200,0.273583,0.339681
2026-09-05T17:35:26Z,0,200,0.160527,0.210384
2026-09-05T17:35:41Z,0,200,0.039784,0.087386
2026-09-05T17:35:56Z,0,200,0.159280,0.208128
2026-09-05T17:36:11Z,0,200,0.148410,0.209423
2026-09-05T17:36:26Z,0,200,0.173901,0.223200
2026-09-05T17:36:42Z,0,200,0.160218,0.207523
2026-09-05T17:36:57Z,0,200,0.039434,0.092297
2026-09-05T17:37:12Z,0,200,0.173195,0.219869
2026-09-05T17:37:27Z,0,200,0.039339,0.086694
2026-09-05T17:37:42Z,0,200,0.165139,0.219203
2026-09-05T17:37:58Z,0,200,0.175268,0.225297
2026-09-05T17:38:13Z,0,200,0.040689,0.088818
2026-09-05T17:38:28Z,0,200,0.041514,0.090431
2026-09-05T17:38:43Z,0,200,0.161417,0.214936
2026-09-05T17:38:58Z,0,200,0.176106,0.229367
2026-09-05T17:39:14Z,0,200,0.162595,0.227942
2026-09-05T17:39:29Z,0,200,0.158870,0.223333
2026-09-05T17:39:45Z,0,200,0.711739,1.106980
2026-09-05T17:40:01Z,0,200,0.172555,0.300888
2026-09-05T17:40:16Z,0,200,0.058473,0.112934
2026-09-05T17:40:31Z,0,200,0.053733,0.101391
2026-09-05T17:40:46Z,0,200,0.159982,0.215426
2026-09-05T17:41:02Z,0,200,0.211660,0.416397
2026-09-05T17:41:17Z,0,200,0.171733,0.217967
2026-09-05T17:41:33Z,0,200,0.051875,0.103739
2026-09-05T17:41:48Z,0,200,0.050422,0.104711
2026-09-05T17:42:03Z,0,200,0.056955,0.106411
2026-09-05T17:42:18Z,0,200,0.162006,0.303698
2026-09-05T17:42:38Z,0,200,2.220010,4.880586
2026-09-05T17:42:53Z,0,200,0.152144,0.210711
2026-09-05T17:43:09Z,0,200,0.045303,0.102732
2026-09-05T17:43:24Z,0,200,0.040330,0.089545
2026-09-05T17:43:39Z,0,200,0.160183,0.208546
2026-09-05T17:43:54Z,0,200,0.182465,0.306851
2026-09-05T17:44:10Z,0,200,0.165299,0.219663
2026-09-05T17:44:25Z,0,200,0.165781,0.215119
2026-09-05T17:44:40Z,0,200,0.163362,0.231111
2026-09-05T17:44:56Z,0,200,0.066878,0.237085
2026-09-05T17:45:11Z,0,200,0.042017,0.097020
2026-09-05T17:45:26Z,0,200,0.169690,0.221800
2026-09-05T17:45:41Z,0,200,0.102879,0.149951
2026-09-05T17:45:57Z,0,200,0.041700,0.090087
2026-09-05T17:46:12Z,0,200,0.229989,0.401663
2026-09-05T17:46:27Z,0,200,0.151634,0.209286
2026-09-05T17:46:44Z,0,200,0.577856,0.923843
2026-09-05T17:46:59Z,0,200,0.040464,0.087652
2026-09-05T17:47:14Z,0,200,0.169544,0.218567
2026-09-05T17:47:30Z,0,200,0.340616,1.314370
2026-09-05T17:47:46Z,0,200,0.075692,0.216353
2026-09-05T17:48:16Z,0,200,0.276976,0.335419
2026-09-05T17:48:32Z,0,200,0.169943,0.240719
2026-09-05T17:48:47Z,0,200,0.050666,0.217213
2026-09-05T17:49:03Z,0,200,0.180526,0.288304
2026-09-05T17:49:21Z,0,200,0.222081,0.360928
2026-09-05T17:49:39Z,0,200,0.040574,0.092041
2026-09-05T17:49:54Z,0,200,0.054642,0.140288
2026-09-05T17:50:09Z,0,200,0.040084,0.090105
2026-09-05T17:50:24Z,0,200,0.042521,0.093071
2026-09-05T17:50:40Z,0,200,0.039994,0.094984
2026-09-05T17:50:55Z,0,200,0.040342,0.088012
2026-09-05T17:51:10Z,0,200,0.146608,0.193337
2026-09-05T17:51:25Z,0,200,0.146787,0.194503
2026-09-05T17:51:40Z,0,200,0.159427,0.206540
2026-09-05T17:51:55Z,0,200,0.040007,0.085321
2026-09-05T17:52:11Z,0,200,0.181115,0.228949
2026-09-05T17:52:26Z,0,200,0.040430,0.094200
2026-09-05T17:52:41Z,0,200,0.039909,0.087227
2026-09-05T17:52:56Z,0,200,0.173176,0.226485
2026-09-05T17:53:11Z,0,200,0.178133,0.231296
2026-09-05T17:53:26Z,0,200,0.039933,0.095938
2026-09-05T17:53:42Z,0,200,0.254919,0.300740
2026-09-05T17:53:57Z,0,200,0.150814,0.213399
2026-09-05T17:54:12Z,0,200,0.054047,0.114524
2026-09-05T17:54:27Z,0,200,0.040543,0.087529
2026-09-05T17:54:42Z,0,200,0.040804,0.088443
2026-09-05T17:54:58Z,0,200,0.164079,0.211412
2026-09-05T17:55:13Z,0,200,0.173417,0.220068
2026-09-05T17:55:28Z,0,200,0.046610,0.108263
2026-09-05T17:55:43Z,0,200,0.164851,0.220630
2026-09-05T17:55:59Z,0,200,0.150126,0.196273
2026-09-05T17:56:14Z,0,200,0.148111,0.203209
2026-09-05T17:56:29Z,0,200,0.046111,0.138663
2026-09-05T17:56:44Z,0,200,0.044681,0.093561
2026-09-05T17:56:59Z,0,200,0.040300,0.089229
2026-09-05T17:57:14Z,0,200,0.175121,0.227127
2026-09-05T17:57:30Z,0,200,0.151195,0.203421
2026-09-05T17:57:45Z,0,200,0.042120,0.092368
2026-09-05T17:58:00Z,0,200,0.146831,0.212890
2026-09-05T17:58:15Z,0,200,0.159692,0.218801
2026-09-05T17:58:31Z,0,200,0.682637,0.776052
2026-09-05T17:58:46Z,0,200,0.149016,0.202521
2026-09-05T17:59:02Z,0,200,0.175621,0.228528
2026-09-05T17:59:17Z,0,200,0.289878,0.342197
2026-09-05T17:59:33Z,0,200,0.154159,0.254666
2026-09-05T17:59:50Z,0,200,0.191247,0.388131
2026-09-05T18:00:05Z,0,200,0.039931,0.090740
2026-09-05T18:00:23Z,0,200,0.173590,0.224735
2026-09-05T18:00:38Z,0,200,0.160872,0.209835
2026-09-05T18:00:54Z,0,200,0.152833,0.201568
2026-09-05T18:01:09Z,0,200,0.047017,0.111755
2026-09-05T18:01:24Z,0,200,0.045994,0.129801
2026-09-05T18:01:39Z,0,200,0.040871,0.089830
2026-09-05T18:01:54Z,0,200,0.039238,0.092939
2026-09-05T18:02:09Z,0,200,0.042009,0.093844
2026-09-05T18:02:24Z,0,200,0.039981,0.087648
2026-09-05T18:02:39Z,0,200,0.040507,0.106852
2026-09-05T18:02:55Z,0,200,0.165348,0.213849
2026-09-05T18:03:10Z,0,200,0.171587,0.218015
2026-09-05T18:03:25Z,0,200,0.051410,0.102054
2026-09-05T18:03:40Z,0,200,0.160269,0.206590
2026-09-05T18:03:55Z,0,200,0.158718,0.206224
2026-09-05T18:04:11Z,0,200,0.040487,0.086700
2026-09-05T18:04:26Z,0,200,0.040875,0.088591
2026-09-05T18:04:41Z,0,200,0.149742,0.197821
2026-09-05T18:04:56Z,0,200,0.161661,0.210128
2026-09-05T18:05:11Z,0,200,0.160522,0.206837
2026-09-05T18:05:27Z,0,200,0.160266,0.208218
2026-09-05T18:05:42Z,0,200,0.164275,0.210499
2026-09-05T18:05:57Z,0,200,0.172111,0.218623
2026-09-05T18:06:13Z,0,200,0.546858,0.595341
2026-09-05T18:06:28Z,0,200,0.163844,0.211649
2026-09-05T18:06:43Z,0,200,0.040807,0.092661
2026-09-05T18:06:58Z,0,200,0.161468,0.208228
2026-09-05T18:07:13Z,0,200,0.162921,0.210825
2026-09-05T18:07:29Z,0,200,0.039690,0.090788
2026-09-05T18:07:44Z,0,200,0.161336,0.209585
2026-09-05T18:07:59Z,0,200,0.039925,0.088059
2026-09-05T18:08:14Z,0,200,0.040064,0.088189
2026-09-05T18:08:29Z,0,200,0.146526,0.192458
2026-09-05T18:08:44Z,0,200,0.162442,0.209271
2026-09-05T18:09:00Z,0,200,0.163855,0.213118
2026-09-05T18:09:15Z,0,200,0.153052,0.199166
2026-09-05T18:09:30Z,0,200,0.039738,0.090835
2026-09-05T18:09:45Z,0,200,0.162883,0.212148
2026-09-05T18:10:00Z,0,200,0.039716,0.094479
2026-09-05T18:10:16Z,0,200,0.148305,0.194766
2026-09-05T18:10:31Z,0,200,0.042038,0.090110
2026-09-05T18:10:46Z,0,200,0.163613,0.209906
2026-09-05T18:11:01Z,0,200,0.043555,0.092132
2026-09-05T18:11:16Z,0,200,0.149718,0.201235
2026-09-05T18:11:31Z,0,200,0.162042,0.208255
2026-09-05T18:11:47Z,0,200,0.163998,0.214169
2026-09-05T18:12:02Z,0,200,0.161042,0.208507
2026-09-05T18:12:17Z,0,200,0.039516,0.092184
2026-09-05T18:12:32Z,0,200,0.160535,0.207782
2026-09-05T18:12:47Z,0,200,0.162261,0.209620
2026-09-05T18:13:03Z,0,200,0.160178,0.206043
2026-09-05T18:13:18Z,0,200,0.040111,0.086075
2026-09-05T18:13:33Z,0,200,0.042140,0.088349
2026-09-05T18:13:48Z,0,200,0.040565,0.087551
2026-09-05T18:14:03Z,0,200,0.160609,0.206006
2026-09-05T18:14:18Z,0,200,0.150698,0.197438
2026-09-05T18:14:34Z,0,200,0.150811,0.204013
2026-09-05T18:14:49Z,0,200,0.040169,0.086725
2026-09-05T18:15:04Z,0,200,0.149260,0.196545
2026-09-05T18:15:19Z,0,200,0.161049,0.207187
2026-09-05T18:15:34Z,0,200,0.146644,0.193136
2026-09-05T18:15:49Z,0,200,0.040673,0.086977
2026-09-05T18:16:05Z,0,200,0.176600,0.235605
2026-09-05T18:16:20Z,0,200,0.151231,0.197942
2026-09-05T18:16:35Z,0,200,0.160643,0.211798
2026-09-05T18:16:50Z,0,200,0.173393,0.223513
2026-09-05T18:17:06Z,0,200,0.047169,0.094918
2026-09-05T18:17:21Z,0,200,0.045963,0.092504
2026-09-05T18:17:36Z,0,200,0.150940,0.203233
2026-09-05T18:17:51Z,0,200,0.161528,0.209076
2026-09-05T18:18:06Z,0,200,0.162365,0.209262
2026-09-05T18:18:22Z,0,200,0.161078,0.208538
2026-09-05T18:18:37Z,0,200,0.147500,0.195327
2026-09-05T18:18:52Z,0,200,0.159782,0.206484
2026-09-05T18:19:07Z,0,200,0.040613,0.087218
2026-09-05T18:19:22Z,0,200,0.162565,0.208740
2026-09-05T18:19:38Z,0,200,0.146952,0.193044
2026-09-05T18:19:53Z,0,200,0.159042,0.207552
2026-09-05T18:20:08Z,0,200,0.160269,0.206530
2026-09-05T18:20:23Z,0,200,0.165903,0.213039
2026-09-05T18:20:38Z,0,200,0.168808,0.216137
2026-09-05T18:20:54Z,0,200,0.172808,0.219823
2026-09-05T18:21:09Z,0,200,0.038433,0.084166
2026-09-05T18:21:24Z,0,200,0.150053,0.197199
2026-09-05T18:21:39Z,0,200,0.172782,0.220188
2026-09-05T18:21:54Z,0,200,0.161022,0.209238
2026-09-05T18:22:10Z,0,200,0.160595,0.213471
2026-09-05T18:22:25Z,0,200,0.146910,0.198340
2026-09-05T18:22:40Z,0,200,0.165587,0.215000
2026-09-05T18:22:55Z,0,200,0.174422,0.221751
2026-09-05T18:23:11Z,0,200,0.160416,0.206412
2026-09-05T18:23:26Z,0,200,0.159548,0.206115
2026-09-05T18:23:41Z,0,200,0.048320,0.096923
2026-09-05T18:23:56Z,0,200,0.163396,0.210854
2026-09-05T18:24:11Z,0,200,0.154107,0.201773
2026-09-05T18:24:27Z,0,200,0.172200,0.218987
2026-09-05T18:24:42Z,0,200,0.044073,0.108876
2026-09-05T18:24:57Z,0,200,0.315819,0.361684
2026-09-05T18:25:12Z,0,200,0.041549,0.094544
2026-09-05T18:25:27Z,0,200,0.160956,0.207090
2026-09-05T18:25:43Z,0,200,0.041167,0.087985
2026-09-05T18:25:58Z,0,200,0.149558,0.196303
2026-09-05T18:26:13Z,0,200,0.159597,0.205827
2026-09-05T18:26:28Z,0,200,0.161965,0.208127
2026-09-05T18:26:43Z,0,200,0.041287,0.088087
2026-09-05T18:26:59Z,0,200,0.163341,0.208790
2026-09-05T18:27:14Z,0,200,0.161824,0.209305
2026-09-05T18:27:29Z,0,200,0.162091,0.208155
2026-09-05T18:27:44Z,0,200,0.043198,0.100053
2026-09-05T18:27:59Z,0,200,0.039736,0.089549
2026-09-05T18:28:14Z,0,200,0.161623,0.214733
2026-09-05T18:28:30Z,0,200,0.145227,0.194104
2026-09-05T18:28:45Z,0,200,0.041207,0.091833
2026-09-05T18:29:00Z,0,200,0.161917,0.212392
2026-09-05T18:29:15Z,0,200,0.174906,0.223095
2026-09-05T18:29:31Z,0,200,0.168864,0.221589
2026-09-05T18:29:46Z,0,200,0.167108,0.218582
2026-09-05T18:30:01Z,0,200,0.043569,0.099489
2026-09-05T18:30:16Z,0,200,0.153270,0.200403
2026-09-05T18:30:32Z,0,200,0.524071,0.578629
2026-09-05T18:30:47Z,0,200,0.168112,0.218932
2026-09-05T18:31:02Z,0,200,0.039797,0.106792
2026-09-05T18:31:17Z,0,200,0.163585,0.217050
2026-09-05T18:31:33Z,0,200,0.043974,0.091637
2026-09-05T18:31:48Z,0,200,0.042458,0.093211
2026-09-05T18:32:03Z,0,200,0.161213,0.209912
2026-09-05T18:32:18Z,0,200,0.566239,0.613994
2026-09-05T18:32:34Z,0,200,0.175418,0.223362
2026-09-05T18:32:49Z,0,200,0.041136,0.089767
2026-09-05T18:33:05Z,0,200,0.172346,0.220104
2026-09-05T18:33:20Z,0,200,0.168942,0.217403
2026-09-05T18:33:59Z,0,200,0.159589,0.396982
2026-09-05T18:34:15Z,0,200,0.040103,0.086814
2026-09-05T18:34:30Z,0,200,0.159094,0.212432
2026-09-05T18:34:45Z,0,200,0.533404,0.579248
2026-09-05T18:35:01Z,0,200,0.045781,0.094888
2026-09-05T18:35:16Z,0,200,0.150172,0.196365
2026-09-05T18:35:31Z,0,200,0.149073,0.196663
2026-09-05T18:35:46Z,0,200,0.161908,0.209067
2026-09-05T18:36:01Z,0,200,0.043707,0.094340
2026-09-05T18:36:17Z,0,200,0.161368,0.207984
2026-09-05T18:36:32Z,0,200,0.540098,0.587500
2026-09-05T18:36:47Z,0,200,0.147045,0.194193
2026-09-05T18:37:03Z,0,200,0.174840,0.221520
2026-09-05T18:37:18Z,0,200,0.174736,0.220855
2026-09-05T18:37:33Z,0,200,0.166256,0.213437
2026-09-05T18:37:48Z,0,200,0.162214,0.209469
2026-09-05T18:38:03Z,0,200,0.040761,0.094431
2026-09-05T18:38:19Z,0,200,0.160697,0.207766
2026-09-05T18:38:34Z,0,200,0.176098,0.227330
2026-09-05T18:38:49Z,0,200,0.160559,0.207385
2026-09-05T18:39:04Z,0,200,0.040424,0.086997
2026-09-05T18:39:19Z,0,200,0.151005,0.198474
2026-09-05T18:39:35Z,0,200,0.040816,0.088286
2026-09-05T18:39:50Z,0,200,0.159884,0.206640
2026-09-05T18:40:05Z,0,200,0.177053,0.223865
2026-09-05T18:40:20Z,0,200,0.039839,0.087501
2026-09-05T18:40:36Z,0,200,0.551038,0.601254
2026-09-05T18:40:51Z,0,200,0.039340,0.091367
2026-09-05T18:41:06Z,0,200,0.040716,0.086401
2026-09-05T18:41:21Z,0,200,0.161535,0.207932
2026-09-05T18:41:36Z,0,200,0.163914,0.209593
2026-09-05T18:41:52Z,0,200,0.164858,0.211115
2026-09-05T18:42:07Z,0,200,0.158991,0.205694
2026-09-05T18:42:22Z,0,200,0.050852,0.099827
2026-09-05T18:42:37Z,0,200,0.146282,0.223202
2026-09-05T18:42:52Z,0,200,0.162609,0.222676
2026-09-05T18:43:08Z,0,200,0.168624,0.241522
2026-09-05T18:43:23Z,0,200,0.052652,0.114200
2026-09-05T18:43:38Z,0,200,0.040455,0.088470
2026-09-05T18:43:53Z,0,200,0.044811,0.092203
2026-09-05T18:44:08Z,0,200,0.039670,0.088230
2026-09-05T18:44:24Z,0,200,0.179667,0.242466
2026-09-05T18:44:39Z,0,200,0.161673,0.214330
2026-09-05T18:44:54Z,0,200,0.040566,0.118966
2026-09-05T18:45:09Z,0,200,0.163736,0.217191
2026-09-05T18:45:24Z,0,200,0.047358,0.126604
2026-09-05T18:45:40Z,0,200,0.148234,0.214258
2026-09-05T18:45:56Z,0,200,0.248812,0.737756
2026-09-05T18:46:11Z,0,200,0.160258,0.208471
2026-09-05T18:46:37Z,0,200,0.169924,0.239888
2026-09-05T18:46:55Z,0,200,0.164275,0.692649
2026-09-05T18:50:42Z,0,200,0.201259,0.258700
2026-09-05T18:51:03Z,0,200,0.175805,0.223984
2026-09-05T18:51:18Z,0,200,0.147705,0.196019
2026-09-05T18:51:33Z,0,200,0.159257,0.205869
2026-09-05T18:51:48Z,0,200,0.160553,0.206957
2026-09-05T18:52:04Z,0,200,0.163430,0.210672
2026-09-05T18:52:19Z,0,200,0.040442,0.087391
2026-09-05T18:52:34Z,0,200,0.146421,0.194142
2026-09-05T18:52:49Z,0,200,0.149973,0.196067
2026-09-05T18:53:04Z,0,200,0.170978,0.221932
2026-09-05T18:53:19Z,0,200,0.041324,0.088828
2026-09-05T18:53:34Z,0,200,0.040187,0.087891
2026-09-05T18:53:50Z,0,200,0.162222,0.210477
2026-09-05T18:54:05Z,0,200,0.164543,0.220306
2026-09-05T18:54:20Z,0,200,0.160800,0.206992
2026-09-05T18:54:35Z,0,200,0.162587,0.210703
2026-09-05T18:54:51Z,0,200,0.178377,0.228480
2026-09-05T18:55:06Z,0,200,0.157975,0.210787
